OrganisationID;OrganisationCode;OrganisationType;SubType;Sector;OrganisationStatus;IsPimsManaged;OrganisationName;Address1;Address2;Address3;City;County;Postcode;Latitude;Longitude;ParentODSCode;ParentName;Phone;Email;Website;Fax;
43333;RXTD3;Hospital;Hospital;NHS Sector;Visible;TRUE;Barberry ;;25 Vincent Drive;;Birmingham;;B15 2FG;52,4492340088;-1,9423142672;RXT;Birmingham and Solihull Mental Health NHS Foundation Trust;0121 301 2002;;https://www.bsmhft.nhs.uk/;;
43334;RXTD4;Hospital;Hospital;NHS Sector;Visible;TRUE;Oleaster;;6 Mindelsohn Crescent;Edgbaston;Birmingham;West Midlands;B15 2SY;52,4479179382;-1,940764308;RXT;Birmingham and Solihull Mental Health NHS Foundation Trust;0121 301 2200;;https://www.bsmhft.nhs.uk/;;
43335;RXTD5;Hospital;Hospital;NHS Sector;Visible;TRUE;Juniper Centre;;Moseley Hall Hospital site, Alcester Road;Moseley;Birmingham;;B13 8JL;52,4459266663;-1,8928769827;RXT;Birmingham and Solihull Mental Health NHS Foundation Trust;0121 301 5700;;https://www.bsmhft.nhs.uk/;;
43348;RXWAS;Hospital;Hospital;NHS Sector;Visible;TRUE;Royal Shrewsbury Hospital ;;Mytton Oak Road;;Shrewsbury;Shropshire;SY3 8XQ;52,7092628479;-2,7936763763;RXW;Shrewsbury and Telford Hospital NHS Trust;01743 261000;sath.commsteam@nhs.net;http://www.sath.nhs.uk/;01743 261006;
43349;RXWAT;Hospital;Hospital;NHS Sector;Visible;TRUE;Princess Royal Hospital ;Apley Castle;Grainger Drive;;Telford;Shropshire;TF1 6TF;52,7121124268;-2,5114762783;RXW;Shrewsbury and Telford Hospital NHS Trust;01952 641222;sath.commsteam@nhs.net;http://www.sath.nhs.uk;01952 243405;
43352;RXWML;Hospital;Hospital;NHS Sector;Visible;TRUE;Ludlow Midwife Led Unit ;Gravel Hill;;;Ludlow;Shropshire;SY8 1QX;52,3736572266;-2,7144341469;RXW;Shrewsbury and Telford Hospital NHS Trust;01584 872201;info@sath.nhs.uk;http://www.sath.nhs.uk;;
43381;RXX22;Hospital;Hospital;NHS Sector;Visible;TRUE;Farnham Road Hospital;Farnham Road;;;Guildford;Surrey;GU2 7LX;51,2350921631;-0,5844505429;RXX;Surrey and Borders Partnership NHS Foundation Trust;0300 5555 222;;http://www.sabp.nhs.uk;;
43566;RXY03;Hospital;Hospital;NHS Sector;Visible;TRUE;St Martin's Hospital;;Littlebourne Road;;Canterbury;Kent;CT1 1AZ;51,2768554688;1,1061855555;RXY;Kent and Medway NHS and Social Care Partnership Trust;01227 812000;;https://www.kmpt.nhs.uk/services;;
43621;RXYL2;Hospital;Hospital;NHS Sector;Visible;TRUE;Littlebrook Hospital;Bow Arrow Lane;Stone;;Dartford;Kent;DA2 6PB;51,4463577271;0,2416354418;RXY;Kent and Medway NHS and Social Care Partnership Trust;01322 622222;;http://www.kmpt.nhs.uk;01322 622497;
43627;RXYP8;Hospital;Hospital;NHS Sector;Visible;TRUE;Priority House;Hermitage Lane;;;Maidstone;Kent;ME16 9QQ;51,2736625671;0,4839882255;RXY;Kent and Medway NHS and Social Care Partnership Trust;01622 725000;;http://www.kmpt.nhs.uk;01622 725290;
43654;RY311;Hospital;Hospital;NHS Sector;Visible;TRUE;Colman Hospital;;Unthank Road;;Norwich;;NR2 2PJ;52,6222000122;1,2636637688;RY3;Norfolk Community Health and Care NHS Trust;01603 255720;;;;
43655;RY312;Hospital;Hospital;NHS Sector;Visible;TRUE;Norwich Community Hospital;;Bowthorpe Road;;Norwich;;NR2 3TU;52,6339187622;1,2624820471;RY3;Norfolk Community Health and Care NHS Trust;01603 776 776;;http://www.norfolkcommunityhealthandcare.nhs.uk;;
43656;RY319;Hospital;Hospital;NHS Sector;Visible;TRUE;Dereham Hospital;;Northgate;;Dereham;Norfolk;NR19 2EX;52,6900138855;0,9457185864;RY3;Norfolk Community Health and Care NHS Trust;01362 655210;;http://www.nchc.nhs.uk;;
43657;RY332;Hospital;Hospital;NHS Sector;Visible;TRUE;North Walsham Hospital;North Walsham and District War Memorial Hospital;Yarmouth Road;;North Walsham;Norfolk;NR28 9AP;52,8139762878;1,3875979185;RY3;Norfolk Community Health and Care NHS Trust;01692 408000;;http://www.norfolkcommunityhealthandcare.nhs.uk;;
43659;RY335;Hospital;Hospital;NHS Sector;Visible;TRUE;Kelling Hospital;;High Kelling;;Holt;Norfolk;NR25 6QA;52,9144744873;1,1160567999;RY3;Norfolk Community Health and Care NHS Trust;01263 710575;;http://www.norfolkcommunityhealthandcare.nhs.uk;;
43660;RY33E;Hospital;Hospital;NHS Sector;Visible;TRUE;Swaffham Community Hospital;;Sporle Road;;Swaffham;Norfolk;PE37 7HL;52,6509246826;0,6916799545;RY3;Norfolk Community Health and Care NHS Trust;01760 726550;;http://www.norfolkcommunityhealthandcare.nhs.uk;;
43666;RY539;Hospital;Hospital;NHS Sector;Visible;TRUE;Skegness and District General Hospital;;Dorothy Avenue;;Skegness;Lincolnshire;PE25 2BS;53,1451797485;0,3322723508;RY5;Lincolnshire Community Health Services NHS Trust;01754 762 401;;https://www.lincolnshirecommunityhealthservices.nhs.uk/our-services/community-hospitals;;
43667;RY567;Hospital;Hospital;NHS Sector;Visible;TRUE;Johnson Community Hospital;;Spalding Road;Pinchbeck;Spalding;Lincolnshire;PE11 3DT;52,8014678955;-0,150874719;RY5;Lincolnshire Community Health Services NHS Trust;01775 652 000;;https://www.lincolnshirecommunityhealthservices.nhs.uk/our-services/community-hospitals;;
43668;RY568;Hospital;Hospital;NHS Sector;Visible;TRUE;John Coupland Hospital;;Ropery Road;;Gainsborough;Lincolnshire;DN21 2TJ;53,4118461609;-0,7847763896;RY5;Lincolnshire Community Health Services NHS Trust;01427 816 500;;http://www.lincolnshirecommunityhealthservices.nhs.uk/content/john-coupland-hospital;;
43669;RY572;Hospital;Hospital;NHS Sector;Visible;TRUE;County Hospital Louth;;High Holme Road;;Louth;Lincolnshire;LN11 0EU;53,3710098267;-8.5670743137598038E-3;RY5;Lincolnshire Community Health Services NHS Trust;01507 600100;;http://www.lincolnshirecommunityhealthservices.nhs.uk/content/county-hospital-louth;;
43674;RY838;Hospital;Hospital;NHS Sector;Visible;TRUE;Whitworth Hospital;;330 Bakewell Road;Darley Dale;Matlock;Derbyshire;DE4 2JD;53,1509284973;-1,5752007961;RY8;Derbyshire Community Health Services NHS Foundation Trust;01629 580211;dchst.patientexperienceteam@nhs.net;https://dchs.nhs.uk/index.php?cid=334;;
43675;RY8AJ;Hospital;Hospital;NHS Sector;Visible;TRUE;Walton Hospital;Walton Hospital;Whitecotes Lane;;Chesterfield;Derbyshire;S40 3HW;53,2215919495;-1,4425683022;RY8;Derbyshire Community Health Services NHS Foundation Trust;01246 515 505;dchst.patientexperienceteam@nhs.net;http://www.dchs.nhs.uk/home_redesign/our-services/find_services_by_location/waltonhospital/;;
43676;RY8DE;Hospital;Hospital;NHS Sector;Visible;TRUE;Babington Hospital;Babington Hospital;Derby Road;Belper;Derby;Derbyshire;DE56 1WH;53,0189476013;-1,4858326912;RY8;Derbyshire Community Health Services NHS Foundation Trust;1773824171;dchst.patientexperienceteam@nhs.net;http://www.dchs.nhs.uk/home_redesign/our-services/find_services_by_location/babington-hospital/;;
43678;RY8DG;Hospital;Hospital;NHS Sector;Visible;TRUE;Ripley Hospital;;Sandham Lane;;Ripley;Derbyshire;DE5 3HE;53,0469856262;-1,4123921394;RY8;Derbyshire Community Health Services NHS Foundation Trust;01773 743456;dchst.patientexperienceteam@nhs.net;http://www.dchs.nhs.uk/home_redesign/our-services/find_services_by_location/ripleyhospital/;;
43679;RY8NA;Hospital;Hospital;NHS Sector;Visible;TRUE;Newholme Hospital;(Head Office);Baslow Road;;Bakewell;Derbyshire;DE45 1AD;53,2187957764;-1,6723252535;RY8;Derbyshire Community Health Services NHS Foundation Trust;01629 812 525;dchst.patientexperienceteam@nhs.net;http://www.dchs.nhs.uk/home_redesign/our-services/find_services_by_location/newholmehospital/;;
43680;RY8NR;Hospital;Hospital;NHS Sector;Visible;TRUE;Clay Cross Hospital;;Market Street;;Chesterfield;Derbyshire;S45 9NZ;53,1679344177;-1,4072117805;RY8;Derbyshire Community Health Services NHS Foundation Trust;01246 252900;dchst.patientexperienceteam@nhs.net;http://www.dchs.nhs.uk/home_redesign/our-services/find_services_by_location/claycross_hospital/;;
43681;RY8NT;Hospital;Hospital;NHS Sector;Visible;TRUE;Bolsover Hospital;;Welbeck Road;Bolsover;Chesterfield;Derbyshire;S44 6DH;53,2315292358;-1,2825016975;RY8;Derbyshire Community Health Services NHS Foundation Trust;01246 827 901;dchst.patientexperienceteam@nhs.net;http://www.dchs.nhs.uk/home_redesign/our-services/find_services_by_location/bolsoverhospital/;;
43682;RY8NW;Hospital;Hospital;NHS Sector;Visible;TRUE;Cavendish Hospital;;Manchester Road;;Buxton;Derbyshire;SK17 6TE;53,2624473572;-1,9212403297;RY8;Derbyshire Community Health Services NHS Foundation Trust;01298 212800;dchst.patientexperienceteam@nhs.net;http://www.dchs.nhs.uk/home_redesign/our-services/find_services_by_location/cavendishhospital/;;
43683;RY8RH;Hospital;Hospital;NHS Sector;Visible;TRUE;Ilkeston Community Hospital;;Heanor Road;;Ilkeston;Derbyshire;DE7 8LN;52,9880943298;-1,320802927;RY8;Derbyshire Community Health Services NHS Foundation Trust;0115 9305522;dchst.patientexperienceteam@nhs.net;http://www.dchs.nhs.uk/home_redesign/our-services/find_services_by_location/ilkeston/;;
43750;RYG79;Hospital;Hospital;NHS Sector;Visible;TRUE;St Michael's Hospital;;St Michael's Road;;Warwick;Warwickshire;CV34 5QW;52,2888412476;-1,5943973064;RYG;Coventry and Warwickshire Partnership NHS Trust;0300 303 3664;;https://www.covwarkpt.nhs.uk/st-michaels;;
43764;RYG96;Hospital;Hospital;NHS Sector;Visible;TRUE;Brooklands Hospital;Coleshill Road;Marston Green;;Birmingham;West Midlands;B37 7HL;52,4712028503;-1,7440875769;RYG;Coventry and Warwickshire Partnership NHS Trust;0121 329 4900;;https://www.covwarkpt.nhs.uk/brooklands;;
43800;RYJ01;Hospital;Hospital;NHS Sector;Visible;TRUE;St Mary's Hospital (HQ);Praed Street;;;London;;W2 1NY;51,5169715881;-0,1735550612;RYJ;Imperial College Healthcare NHS Trust;020 3312 6666;;https://www.imperial.nhs.uk/our-locations/st-marys-hospital;;
43801;RYJ02;Hospital;Hospital;NHS Sector;Visible;TRUE;Charing Cross Hospital;;Fulham Palace Road;;London;;W6 8RF;51,4870452881;-0,219920978;RYJ;Imperial College Healthcare NHS Trust;020 3311 1234;;https://www.imperial.nhs.uk/our-locations/charing-cross-hospital;;
43802;RYJ03;Hospital;Hospital;NHS Sector;Visible;TRUE;Hammersmith Hospital;Du Cane Road;;;London;;W12 0HS;51,5174217224;-0,2347068191;RYJ;Imperial College Healthcare NHS Trust;020 3313 1000;;https://www.imperial.nhs.uk/our-locations/hammersmith-hospital;;
43803;RYJ04;Hospital;Hospital;NHS Sector;Visible;TRUE;Queen Charlotte's & Chelsea Hospital;Du Cane Road;;;London;;W12 0HS;51,5174217224;-0,2347068191;RYJ;Imperial College Healthcare NHS Trust;020 3313 1111;;https://www.imperial.nhs.uk/our-locations/queen-charlottes-and-chelsea-hospital;;
43804;RYJ07;Hospital;Hospital;NHS Sector;Visible;TRUE;Western Eye Hospital;153-173 Marylebone Road;;;London;;NW1 5QH;51,5207023621;-0,1633156389;RYJ;Imperial College Healthcare NHS Trust;020 3312 6666;;https://www.imperial.nhs.uk/our-locations/western-eye-hospital;;
43868;RYR14;Hospital;Hospital;NHS Sector;Visible;TRUE;Southlands Hospital;Upper Shoreham Road;;;Shoreham-By-Sea;West Sussex;BN43 6TQ;50,8407592773;-0,2561325133;RYR;University Hospitals Sussex NHS Foundation Trust;01903 205111;;https://www.uhsussex.nhs.uk/;;
43869;RYR16;Hospital;Hospital;NHS Sector;Visible;TRUE;St Richard's Hospital;Spitalfield Lane;;;Chichester;West Sussex;PO19 6SE;50,8435554504;-0,7680127621;RYR;University Hospitals Sussex NHS Foundation Trust;01243 788122;;https://www.uhsussex.nhs.uk/;;
43870;RYR18;Hospital;Hospital;NHS Sector;Visible;TRUE;Worthing Hospital;Lyndhurst Road;;;Worthing;West Sussex;BN11 2DH;50,8166923523;-0,3634150624;RYR;University Hospitals Sussex NHS Foundation Trust;01903 205111;;https://www.uhsussex.nhs.uk/;;
43873;RYV01;Hospital;Hospital;NHS Sector;Visible;TRUE;Brookfields Hospital;;351 Mill Road;;Cambridge;Cambridgeshire;CB1 3DF;52,1969871521;0,1513662338;RYV;Cambridgeshire Community Services NHS Trust;01223 603051;ccs-tr.pals@nhs.net;;;
43886;RYWT3;Hospital;Hospital;NHS Sector;Visible;TRUE;Birmingham Dental Hospital and School of Dentistry;;5 Mill Pool Way;;Birmingham (SatNav B5 7SA);;B5 7EG;52,4508705139;-1,9142998457;RYW;Birmingham Community Healthcare NHS Foundation Trust;0121 466 5555;dental.hospital@nhs.net;http://www.bhamcommunity.nhs.uk/dental-hospital;;
43888;RYW23;Hospital;Hospital;NHS Sector;Visible;TRUE;Moseley Hall Hospital;;Alcester Road;;Birmingham;;B13 8JL;52,4459266663;-1,8928769827;RYW;Birmingham Community Healthcare NHS Foundation Trust;0121 466 6000;;http://www.bhamcommunity.nhs.uk;;
43889;RYW24;Hospital;Hospital;NHS Sector;Visible;TRUE;West Heath Hospital;West Heath Hospital;Rednal Road;;Birmingham;West Midlands;B38 8HR;52,3982086182;-1,9537638426;RYW;Birmingham Community Healthcare NHS Foundation Trust;0121 466 6000;;;;
43926;RYYAL;Hospital;Hospital;NHS Sector;Visible;TRUE;Faversham Cottage Hospital;Stone Street;;;Faversham;Kent;ME13 8PS;51,3145523071;0,8878364563;RYY;Kent Community Health NHS Foundation Trust;01795 562068;;http://www.kentcht.nhs.uk;;
43939;RYYC3;Hospital;Hospital;NHS Sector;Visible;TRUE;Queen Victoria Memorial Hospital;King Edward Avenue;;;Herne Bay;Kent;CT6 6EB;51,3678817749;1,1428948641;RYY;Kent Community Health NHS Foundation Trust;01227 594700;;http://www.kentcht.nhs.uk;;
43943;RYYC7;Hospital;Hospital;NHS Sector;Visible;TRUE;Sheppey Community Hospital;Plover Road;Minster On Sea;;Sheerness;Kent;ME12 3LT;51,4154090881;0,7930755615;RYY;Kent Community Health NHS Foundation Trust;01795 879100;;http://www.kentcht.nhs.uk;;
43944;RYYC8;Hospital;Hospital;NHS Sector;Visible;TRUE;Sittingbourne Memorial Hospital;Bell Road;;;Sittingbourne;Kent;ME10 4DT;51,3345985413;0,7365569472;RYY;Kent Community Health NHS Foundation Trust;01795 418300;;http://www.kentcht.nhs.uk;;
43952;RYYCH;Hospital;Hospital;NHS Sector;Visible;TRUE;Victoria Hospital, Deal;Victoria Hospital;London Road;;Deal;Kent;CT14 9UA;51,2193908691;1,3894963264;RYY;Kent Community Health NHS Foundation Trust;01304 865400;;http://www.kentcht.nhs.uk;;
43956;RYYCM;Hospital;Hospital;NHS Sector;Visible;TRUE;Whitstable and Tankerton Hospital;Whitstable and Tankerton Hospital;Northwood Road;Tankerton;Whitstable;Kent;CT5 2HN;51,3613624573;1,0500668287;RYY;Kent Community Health NHS Foundation Trust;01227 594400;;http://www.kentcht.nhs.uk;;
43962;RYYCW;Hospital;Hospital;NHS Sector;Visible;TRUE;Royal Victoria Hospital, Folkestone;Royal Victoria Hospital;Radnor Park Avenue;;Folkestone;Kent;CT19 5BN;51,086139679;1,1715329885;RYY;Kent Community Health NHS Foundation Trust;01303 850202;;;;
43966;RYYD4;Hospital;Hospital;NHS Sector;Visible;TRUE;Edenbridge War Memorial Hospital;Edenbridge and District War Memorial Hospital;Mill Hill;;Edenbridge;Kent;TN8 5DA;51,1903495789;6.6651664674282074E-2;RYY;Kent Community Health NHS Foundation Trust;01732 863164;;http://www.kentcht.nhs.uk;;
43967;RYYD6;Hospital;Hospital;NHS Sector;Visible;TRUE;Hawkhurst Hospital;Hawkhurst Community Hospital;High Street;Hawkhurst;Cranbrook;Kent;TN18 4PU;51,0488433838;0,4890314341;RYY;Kent Community Health NHS Foundation Trust;01580 753345;;http://www.kentcht.nhs.uk;;
43969;RYYD9;Hospital;Hospital;NHS Sector;Visible;TRUE;Sevenoaks Hospital;Sevenoaks Hospital;Hospital Road;;Sevenoaks;Kent;TN13 3PG;51,2882652283;0,1947443038;RYY;Kent Community Health NHS Foundation Trust;01732 470200;;http://www.kentcht.nhs.uk;;
43970;RYYDC;Hospital;Hospital;NHS Sector;Visible;TRUE;Tonbridge Cottage Hospital;Tonbridge Cottage Hospital;Vauxhall Lane;;Tonbridge;Kent;TN11 0NE;51,1780700684;0,2734793723;RYY;Kent Community Health NHS Foundation Trust;01732 353653;;http://www.kentcht.nhs.uk;;
43971;RYYDN;Hospital;Hospital;NHS Sector;Visible;TRUE;Gravesham Community Hospital;Gravesham Community Hospital;Bath Street;;Gravesend;Kent;DA11 0DG;51,4431838989;0,3656586409;RYY;Kent Community Health NHS Foundation Trust;01474 360500;;http://www.virgincare.co.uk/;;
44072;TAD17;Hospital;Hospital;NHS Sector;Visible;TRUE;Lynfield Mount Hospital;Heights Lane;;;Bradford;West Yorkshire;BD9 6DP;53,8097305298;-1,8053392172;TAD;Bradford District NHS Foundation Trust;01274 494194;;http://www.bdct.nhs.uk;01274 483494;
44186;TAJ07;Hospital;Hospital;NHS Sector;Visible;TRUE;Edward Street Hospital;Edward Street;Edward Street;;West Bromwich;;B70 8NL;52,5192260742;-1,9987335205;TAJ;Black Country Healthcare NHS Foundation Trust;0845 1461800;;http://www.bcpft.nhs.uk;0121 6128090;
44188;TAJ11;Hospital;Hospital;NHS Sector;Visible;TRUE;Heath Lane Hospital;Heath Lane;;;West Bromwich;West Midlands;B71 2BG;52,537979126;-1,9919805527;TAJ;Black Country Healthcare NHS Foundation Trust;0845 146 1800;;;;
44189;TAJ20;Hospital;Hospital;NHS Sector;Visible;TRUE;Hallam Street Hospital;Hallam Street;Hallam Street;;West Bromwich;;B71 4NH;52,5278167725;-1,9864252806;TAJ;Black Country Healthcare NHS Foundation Trust;0121 612 8628;communications.team@bcpft.nhs.uk;http://www.bcpft.nhs.uk;0121 6128090;
45362;RBTPP;Hospital;Hospital;NHS Sector;Visible;TRUE;Elmhurst Intermediate Care Centre;;Roehurst Lane;;Winsford;Cheshire;CW7 2DF;53,1957588196;-2,5314671993;RBT;Mid Cheshire Hospitals NHS Foundation Trust;01606 597630;;http://www.mcht.nhs.uk;;
45365;RX1AA;Hospital;Hospital;NHS Sector;Visible;TRUE;Nottingham University Hospitals NHS Trust - Ropewalk House;;113 The Ropewalk;;Nottingham;;NG1 6HA;52,9519805908;-1,1563321352;RX1;Nottingham University Hospitals NHS Trust;0115 924 9924 (ext. 61111);;;;
45407;RX3BB;Hospital;Hospital;NHS Sector;Visible;TRUE;Lanchester Road Hospital, Durham;;Lanchester Road;;Durham;;DH1 5RD;54,8004302979;-1,6122255325;RX3;Tees, Esk and Wear Valleys NHS Foundation Trust;0191 441 5700;;http://www.tewv.nhs.uk/lanchesterroad;0191 441 5701;
45473;RTQ90;Hospital;Hospital;NHS Sector;Visible;TRUE;Let's Talk;Ambrose House;Meteor Court, Barnett Way;Barnwood;Gloucester;Gloucestershire;GL4 3GG;51,8661117554;-2,2044203281;RTQ;Gloucestershire Health and Care NHS Foundation Trust;0800 019 3346;;https://www.2gether.nhs.uk/learning-disabilities/;;
45485;RATGM;Hospital;Hospital;NHS Sector;Visible;TRUE;Goodmayes Hospital;;Barley Lane;Goodmayes;Ilford;Essex;IG3 8XJ;51,5779914856;0,1105019301;RAT;North East London NHS Foundation Trust;0300 555 1200;;http://www.nelft.nhs.uk/;;
45488;RDRAA;Hospital;Hospital;NHS Sector;Visible;TRUE;Arundel & District Hospital;Arundel & District Hospital;Chichester Road;Arundel;Arundel;Sussex;BN18 0AB;50,8544769287;-0,5652447343;RDR;Sussex Community NHS Foundation Trust;01903 882543;;http://www.sussexcommunity.nhs.uk/services;;
45492;RV915;Hospital;Hospital;NHS Sector;Visible;TRUE;Townend Court;;296 Cottingham Road;;Hull;;HU6 8QG;53,770565033;-0,3769768178;RV9;Humber Teaching NHS Foundation Trust;01482 336740;hnf-tr.contactus@nhs.net;http://www.humber.nhs.uk;;
45548;RNNDD;Hospital;Hospital;NHS Sector;Visible;TRUE;Brampton War Memorial Hospital;;6 Tree Road;;Brampton;Cumbria;CA8 1TX;54,9386672974;-2,727175951;RNN;North Cumbria Integrated Care NHS Foundation Trust;01228 608345;;https://www.cumbriapartnership.nhs.uk/where-we-work/brampton-war-memorial-hospital;;
45555;RNNWT;Hospital;Hospital;NHS Sector;Visible;TRUE;Wigton Community Hospital;;Cross Lane;;Wigton;;CA7 9DD;54,8304481506;-3,1713244915;RNN;North Cumbria Integrated Care NHS Foundation Trust;016973 66600;;http://www.cumbriapartnership.nhs.uk;016973 66601;
45556;RNNYY;Hospital;Hospital;NHS Sector;Visible;TRUE;Workington Community Hospital;;Park Lane;;Workington;;CA14 2RW;54,6426925659;-3,5513269901;RNN;North Cumbria Integrated Care NHS Foundation Trust;01900 705000;;http://www.cumbriapartnership.nhs.uk;;
45629;RX4W4;Hospital;Hospital;NHS Sector;Visible;TRUE;Walkergate Park;;Benfield Road;;Newcastle-upon-Tyne;Tyne and Wear;NE6 4QD;54,9893684387;-1,5616004467;RX4;Cumbria Northumberland Tyne and Wear NHS Foundation Trust;0191 2875000;nrgds@cntw.nhs.uk;https://www.cntw.nhs.uk/services/northern-region-gender-dysphoria-service-specialist-service-walkerg;;
45779;RENAA;Hospital;Hospital;NHS Sector;Visible;TRUE;Clatterbridge Cancer Centre - Aintree;;Lower Lane;Fazakerley;Liverpool;;L9 7BA;53,4585914612;-2,9465835094;REN;The Clatterbridge Cancer Centre NHS Foundation Trust;0151 514 2800;;;;
45964;NDJZZ;Hospital;Hospital;Independent Sector;Visible;TRUE;Caterham Dene Community Hospital;Caterham Dene Hospital;Church Road;;Caterham;Surrey;CR3 5RA;51,2836303711;-8.5214249789714813E-2;NDJ;First Community Health and Care;01883 837500;;http://www.firstcommunityhealthcare.co.uk/;;
46506;RNUFF;Hospital;Hospital;NHS Sector;Visible;TRUE;Townlands Memorial Hospital - Oxford Health NHS Foundation Trust ;;York Road;;Henley-on-Thames;Oxfordshire;RG9 2DR;51,5387382507;-0,9079751372;RNU;Oxford Health NHS Foundation Trust;01865 903709;;https://www.royalberkshire.nhs.uk/our-locations/townlands-memorial-hospital/;;
46510;RXCAA;Hospital;Hospital;NHS Sector;Visible;TRUE;Uckfield Community Hospital;Uckfield Community Hospital;Framfield Road;;Uckfield;Sussex;TN22 5AW;50,9659538269;0,1056270227;RXC;East Sussex Healthcare NHS Trust;01825 769999;;;;
46583;RWK46;Hospital;Hospital;NHS Sector;Visible;TRUE;Newham Centre for Mental Health;;Cherry Tree Way;Glen Road;London;;E13 8SP;51,5204734802;3.8419991731643677E-2;RWK;East London NHS Foundation Trust;020 7540 4380;;;;
46584;RWK60;Hospital;Hospital;NHS Sector;Visible;TRUE;The John Howard Centre;Forensic Centre for Mental Health;12 Kenworthy Road;Homerton;London;;E9 5TD;51,5480651855;-3.7684686481952667E-2;RWK;East London NHS Foundation Trust;020 8510 2003;;;;
46586;RWK89;Hospital;Hospital;NHS Sector;Visible;TRUE;East Ham Care Centre;;Shrewsbury Road;East Ham;London;;E7 8QP;51,540927887;4.3299749493598938E-2;RWK;East London NHS Foundation Trust;020 8475 2001;;;;
46607;RWXX1;Hospital;Hospital;NHS Sector;Visible;TRUE;Wokingham Hospital;;41 Barkham Road;;Wokingham;Berkshire;RG41 2XR;51,4104042053;-0,8436853886;RWX;Berkshire Healthcare NHS Foundation Trust;0118 949 5000;;https://www.berkshirehealthcare.nhs.uk/our-sites/bracknell-wokingham/wokingham-hospital/;;
46615;RQYCC;Hospital;Hospital;NHS Sector;Visible;TRUE;Richmond Royal Hospital;;Kew Foot Road;;Richmond;;TW9 2TE;51,4667129517;-0,3004150093;RQY;South West London and St George's Mental Health NHS Trust;020 3513 5000;;;;
46651;RAEPP;Hospital;Hospital;NHS Sector;Visible;TRUE;Westwood Park Diagnostic Treatment Centre;;Swift Drive;Off Cooper Lane;Bradford;West Yorkshire;BD6 3NL;53,7689170837;-1,8104281425;RAE;Bradford Teaching Hospitals NHS Foundation Trust;01274 425990;;;;
46715;NT9QQ;Hospital;Hospital;Independent Sector;Visible;TRUE;Turner Diagnostic Centre;Colchester General Hospital;Turner Road;;Colchester;Essex;CO4 5JL;51,9101638794;0,8991968036;NT9;Alliance Medical;01206 744 222;colchester@alliance.co.uk;https://www.alliancemedical.co.uk;01206 744 224;
58580;NNF16;Hospital;Hospital;NHS Sector;Visible;TRUE;Bridlington Hospital - City Health Care Partnership Cic;Bessingby Road;;;Bridlington;Yorkshire(East Riding);YO16 4QP;54,0865325928;-0,2157250047;NNF;City Health Care Partnership Cic;00000 000000;;;;
58612;NMJ01;Hospital;Hospital;NHS Sector;Visible;TRUE;Cygnet Hospital Godden Green;Cygnet Hospital Godden Green;Godden Green;;Sevenoaks;Kent;TN15 0JR;51,2715988159;0,2300790101;NMJ;Cygnet Health Care Limited;01732 763 491;enquiries@cygnethealth.co.uk;https://www.cygnethealth.co.uk/locations/cygnet-hospital-godden-green/;01732 763 460;
58613;NMJ02;Hospital;Hospital;NHS Sector;Visible;TRUE;Cygnet Hospital Bierley;Bierley Lane;;;Bradford;West Yorkshire;BD4 6AD;53,7685050964;-1,732101202;NMJ;Cygnet Health Care Limited;01274 686 767;enquiries@cygnethealth.co.uk;https://www.cygnethealth.co.uk/locations/cygnet-hospital-bierley/;01274 686 660;
58614;NMJ03;Hospital;Hospital;NHS Sector;Visible;TRUE;Cygnet Hospital Kewstoke;Beach Road;Kewstoke;;Weston-Super-Mare;Avon;BS22 9UZ;51,3658752441;-2,9642186165;NMJ;Cygnet Health Care Limited;01934 428989;enquiries@cygnethealth.co.uk;https://www.cygnethealth.co.uk/locations/cygnet-hospital-kewstoke/;01934 428980;
58618;NNH02;Hospital;Hospital;NHS Sector;Visible;TRUE;Optegra Eye Hospital Yorkshire;937 Harrogate Road;Apperley Bridge;;Bradford;West Yorkshire;BD10 0RD;53,8323974609;-1,7103612423;NNH;Optegra UK;0808 301 2823;icare.yorkshire@optegra.com;https://www.optegra.com;0207 0221651;
58619;NNH03;Hospital;Hospital;NHS Sector;Visible;TRUE;Optegra Eye Hospital Surrey;10 Alan Turing Road;Surrey Research Park;;Guildford;Surrey;GU2 7YF;51,2411575317;-0,6132461429;NNH;Optegra UK;01483 903 001;icare.surrey@optegra.com;https://www.optegra.com;01483 903 099;
58620;NNH04;Hospital;Hospital;NHS Sector;Visible;TRUE;Optegra Eye Hospital Manchester;One Didsbury Point;2 The Avenue;Didsbury;Manchester;Greater Manchester;M20 2EY;53,4300994873;-2,2499332428;NNH;Optegra UK;0161 240 0700;icare.manchester@optegra.com;https://www.optegra.com;0161 240 0799;
58622;NNH06;Hospital;Hospital;NHS Sector;Visible;TRUE;Optegra Eye Hospital Hampshire ;3 Fusion;1200 Parkway;Whiteley;Fareham;Hampshire;PO15 7AD;50,8781318665;-1,2443935871;NNH;Optegra UK;01329 316 700;icare.hampshire@optegra.com;https://www.optegra.com;01329 316 799;
58803;NT822;Hospital;Hospital;NHS Sector;Visible;TRUE;Nightingale Hospital;11-19 Lisson Grove;Marylebone;;London;;NW1 6SH;51,5218544006;-0,1651291102;NT8;Capio UK;020 7535 7700;info@nightingalehospital.co.uk;http://www.nightingalehospital.co.uk;020 7724 5976;
